,Composition,Shear modulus,Fracture toughness
76,Zr1 Ti1 Nb1 V3 Mo1,44.47142791748047,9.620868682861328
77,Zr1 Ti1 Nb1 V1,45.900001525878906,6.5080389976501465
78,Zr1 Ti1 Nb1 Cr1,50.29999923706055,9.928702354431152
79,Zr1 Ti1 Nb1 V1 Cr1,51.040000915527344,9.854071617126465
80,Zr1 Ti1 Nb1 V2,47.52000045776367,7.136682987213135
81,Zr1 Ti1 Ta0.5 Nb1 Mo0.5 Al1,40.099998474121094,7.406411170959473
82,Ti1 Nb1 V1 Mo1 Al0.25,41.71176528930664,10.746256828308105
83,Hf0.6 Zr1 Ti1 Ta1 Nb1 Al0.4,45.444000244140625,6.322212219238281
84,Ti1 Nb1 V1 Mo1 Al0.5,40.877777099609375,10.35509967803955
85,Ti1 Nb1 V1 Mo1 Al0.75,40.1315803527832,10.00471305847168
86,Ti1 Nb1 V1 Mo1 Al1.25,38.85238265991211,9.403054237365723
87,Ti1 Nb1 V1 Mo1 Al1.5,38.29999923706055,9.142829895019531
88,Ti1 Nb1 V1 Mo1 Al1,39.459999084472656,9.68900203704834
89,Hf1 Zr1 Ti1 Nb1,40.0,4.855312824249268
90,Ti1 Nb1 V1 Mo1,42.650001525878906,11.18577766418457
91,Zr1.3 Ti1.4 Ta0.8 Nb1 V0.2 Al0.3,45.67599868774414,6.2617621421813965
92,Zr1.3 Ti1.4 Ta1 Nb1 Al0.3,46.263999938964844,6.344057083129883
93,Ti1 Nb1 V1 Mo1 Cr1 Al0.5 Si0.3,47.16379165649414,12.279290199279785
94,Ti1 Nb1 Mo1 Cr1 Al0.5,44.78888702392578,13.225378036499023
95,Ti1 Nb1 V1 Mo1 Cr1 Al0.5,46.4636344909668,12.572842597961426
96,Nb1 V1 Mo1 Cr1 Al0.5,48.344444274902344,14.300310134887695
97,Zr1 Ti1.5 Ta0.8 Nb1 V0.2 Al0.5,45.54199981689453,6.299411773681641
98,Zr0.5 Ti1.5 Ta0.5 Nb1.5 Al1,44.54999923706055,6.157268047332764
99,Hf1 Zr1 Ti1 Nb1 Cr1,46.31999969482422,8.690779685974121
100,Hf1 Zr1 Ti1.27 Ta0.18 Nb0.18,37.00495910644531,3.9363551139831543
101,Hf1 Zr1 Ti1 Nb1 V1,42.79999923706055,5.8854498863220215
102,Ti1 W1 Mo1 Cr1 Al1,61.0,15.896239280700684
103,Ti1 Nb1 V1 Al1,44.400001525878906,6.59194803237915
104,Hf1 Zr1 Ti1 Ta1 Nb1 Mo1,41.400001525878906,8.997190475463867
105,Hf1 Zr1 Ti1 Nb1 Mo1,35.939998626708984,8.432379722595215
106,Ti1 Ta1 Nb1 V1 W1 Mo1,64.71666717529297,14.019574165344238
107,Hf1 Zr1 Ti1 Ta1 Nb1 Al0.3,44.66226577758789,6.149190902709961
108,Hf1 Zr1 Ti1 Ta1 Nb1 Al0.5,44.009090423583984,6.054089069366455
109,Hf1 Zr1 Ti1 Ta1 Nb1 Al0.75,43.25652313232422,5.9445719718933105
110,Ti1 Nb1 V1 Cr0.5 Al1,47.42222213745117,8.448712348937988
111,Ti1 Nb1 V1 Cr1.5 Al1,51.818180084228516,11.036556243896484
112,Ti1 Nb1 V1 Cr1 Al1,49.84000015258789,9.886343002319336
113,Hf1 Zr1 Ti1 Ta1 Nb1 Al1,42.56666564941406,5.8442230224609375
114,V1 W0.5 Cr0.5 Co2 Ni2,76.8499984741211,11.29081916809082
115,W0.5 Mo0.5 Cr1 Co2 Ni2,75.45833587646484,13.418517112731934
116,V1 W20.5 Mo0.5 Co2 Ni1,133.66200256347656,24.030649185180664
117,Ta1 Nb1 V1 W1 Mo1 Cr1,70.31666564941406,16.944828033447266
118,Ta1 Nb1 V1 W1 Mo1 Cr1,70.31666564941406,16.944828033447266
119,Hf1 Zr1 Ti1 Ta1 Nb1 V1 W1 Mo1,56.42499923706055,11.427444458007812
120,Hf1 Zr1 Ti1 Ta1 Nb1 V1 Mo1,43.20000076293945,9.09106159210205
121,Hf1 Zr1 Ti1 Ta1 Mo1,37.900001525878906,8.969671249389648
122,Zr1 Ti1 Nb1 V0.3 Mo0.1,43.46176528930664,6.311306953430176
123,Zr1 Ti1 Nb1 V0.3 Mo0.3,42.141666412353516,7.213356971740723
124,Zr1 Ti1 Nb1 V1 Mo0.3,44.07209396362305,7.615210056304932
125,Zr1 Ti1 Nb1 V1 Mo0.5,42.988887786865234,8.263752937316895
126,Zr1 Ti1 Nb1 V0.3 Mo0.5,40.96052551269531,8.0089750289917
127,Zr1 Ti1 Nb1 V0.3 Mo0.7,39.897499084472656,8.717331886291504
128,Zr1 Ti1 Nb1 V1 Mo0.7,41.99787139892578,8.852762222290039
129,Zr1 Ti1 Nb1 V0.3 Mo1.3,37.26304244995117,10.44677734375
130,Zr1 Ti1 Nb1 V1 Mo1.3,39.47358322143555,10.33637523651123
131,Zr1 Ti1 Nb1 V0.3 Mo1.5,36.53125,10.921396255493164
132,Zr1 Ti1 Nb1 V1 Mo1.5,38.754547119140625,10.754923820495605
133,Zr1 Ti1 Nb1 V1 Mo1.7,38.08596420288086,11.142595291137695
134,Zr1 Ti1 Nb1 V1 Mo2,37.16666793823242,11.673323631286621
135,Zr1 Ti1 Nb1 V0.3 Mo1,38.488372802734375,9.646644592285156
136,Zr1 Ti1 Nb1 V0.3,44.181819915771484,5.8122382164001465
137,Ti1 Nb1 Mo1 Cr1 Al1,42.97999954223633,12.298542976379395
138,Hf0.5 Zr1 Ti1 Nb1 Mo0.5 Si0.7,41.84042739868164,7.243298053741455
139,Hf0.5 Zr1 Ti1 Nb1 Mo0.5,38.662498474121094,7.313079833984375
140,Ta1 Nb1 V1 Mo1,50.32500076293945,13.016703605651855
141,Hf0.5 Zr1 Ti1 Nb1 Mo0.5 Si0.1,39.182926177978516,7.30161714553833
142,Hf0.5 Zr1 Ti1 Nb1 Mo0.5 Si0.3,40.151161193847656,7.280327796936035
143,Hf0.5 Zr1 Ti1 Nb1 Mo0.5 Si0.5,41.03333282470703,7.260979175567627
144,Hf0.5 Zr1 Ti1 Nb1 Mo0.5 Si0.9,42.581634521484375,7.22709321975708
145,Hf0.5 Zr1 Ti1.5 Ta0.5 Nb0.5,42.17499923706055,5.231882095336914
146,Hf1 Zr1 Ti1 Ta1 Nb1 Mo0.25,44.5,7.089323997497559
147,Hf1 Zr1 Ti1 Ta1 Nb1 Mo0.5,43.37272644042969,7.790311813354492
148,Hf1 Zr1 Ti1 Ta1 Nb1 Mo0.75,42.34347915649414,8.422834396362305
149,Hf1 Ti1 Nb1 V1 Si0.5,46.9555549621582,6.603085994720459
150,Hf1 Zr1 Ti1 Nb1 V1 Si0.5,44.3636360168457,5.977303981781006
151,Hf1 Zr1 Ti1 Ta1 Nb1 V1,47.11666488647461,6.892364025115967
152,Hf1 Zr1 Ta1 Nb1,47.67499923706055,6.889466762542725
153,Ti1 Ta1 Nb1 V1 W1,73.72000122070312,12.484635353088379
154,Ta1 Nb1 V1 W1,82.6500015258789,14.511658668518066
155,Zr1 Ti1 Ta1 Nb1 Mo1,43.599998474121094,10.0763521194458
156,Ti1 Ta1 Mo1 Cr1 Al1,44.939998626708984,12.854179382324219
157,Ti1 Ta1 Nb1 W1 Mo1,66.86000061035156,14.884285926818848
158,Ti1 Ta1 V1 Mo1 Al0.2,44.22380828857422,11.500577926635742
159,Ti2 Nb1 V0.5 Cr1 Al0.5,49.369998931884766,9.457907676696777
160,Ti1 Ta1 V1 Mo1 Al0.6,42.70000076293945,10.824963569641113
161,Ti1 Ta1 Mo1 Cr1 Al1 Si0.05,45.089107513427734,12.79543685913086
162,Ti1 Ta1 V1 Mo1 Al1,41.41999816894531,10.255887985229492
163,Zr1 Ti1 Nb1 V1 Al1,42.060001373291016,5.918814182281494
164,Zr0.1 Ti1 Nb1 V1 Al1,44.1146354675293,6.511628150939941
165,Zr0.25 Ti1 Nb1 V1 Al1,43.71176528930664,6.397456169128418
166,Zr0.5 Ti1 Nb1 V1 Al1,43.099998474121094,6.2222490310668945
167,Zr1.5 Ti1 Nb1 V1 Al1,41.20909118652344,5.664608001708984
168,Nb1 Mo1 Cr1 Co1,56.25,15.357812881469727
169,Ti1 Nb1 Mo1 Cr1 Co1,52.599998474121094,13.214677810668945
170,Ti0.2 Nb1 Mo1 Cr1 Co1,55.380950927734375,14.851869583129883
171,Ti0.4 Nb1 Mo1 Cr1 Co1,54.59090805053711,14.389705657958984
172,Ti0.5 Nb1 Mo1 Cr1 Co1,54.22222137451172,14.173274993896484
173,Ta1 Nb1 V1 W1 Mo1 Cr1 Re1,85.69999694824219,17.126670837402344
174,Zr1 Ti1 Ta1 Nb1 V1 W1 Mo1 Cr1,61.57500076293945,13.771541595458984
175,Zr1 Ti1 Ta1 Nb1 V1 Mo1 Cr1,49.08571243286133,11.824109077453613
176,Ti0.17 Ta1 V1 W1 Cr1,83.87529754638672,17.216686248779297
177,Ti0.3 Ta1 V1 W1 Cr1,82.48837280273438,16.84202003479004
178,Ta1 V1 W1 Cr1,85.82499694824219,17.741785049438477
179,Hf1 Zr1.2 Ti0.8 Nb0.6 V0.4,39.244998931884766,4.874166011810303
180,Hf1 Ti1 Nb1 V0.5 Mo0.5 Si0.3,42.36046600341797,8.064850807189941
181,Hf1 Ti1 Nb1 V0.5 Mo0.5 Si0.5,43.14444351196289,8.009324073791504
182,Hf1 Ti1 Nb1 V0.5 Mo0.5 Si0.7,43.86170196533203,7.958670139312744
183,Hf1 Ti1 Nb1 V0.5 Mo0.5,41.037498474121094,8.158923149108887
184,Hf1 Zr1 Ti1 W1 Mo1,53.959999084472656,12.151533126831055
185,Hf1 Zr1 Ti1 Ta0.4,37.81764602661133,4.219474792480469
186,Hf1 Zr1 Ti1 Ta0.5,38.70000076293945,4.472443103790283
187,Hf1 Zr1 Ti1 Ta0.6,39.53333282470703,4.706192970275879
188,Hf1 Zr1 Ti1 Ta1,42.45000076293945,5.494091987609863
189,Ti1 Ta1 Nb1 V1 Mo1,47.86000061035156,11.31086540222168
190,Zr1 Ti1 Ta1 Nb1 V1 Mo1,45.33333206176758,10.000950813293457
191,Ta1 Nb1 V0.4 W1.6 Mo1,81.45999908447266,18.038591384887695
192,Ta1 Nb1 W1.9 Mo1,87.83673095703125,19.269853591918945
193,Zr1 Ti1 Nb1 W1 Mo1,59.65999984741211,13.232913970947266
194,Ti1 Ta1 V1 Mo1,45.099998474121094,11.888168334960938
195,Zr1 Ti1 Ta1 V1 Mo1,42.619998931884766,10.197220802307129
196,Ta1 V1 W1 Mo1,72.8499984741211,17.604127883911133
197,Zr1 Ti1 V1 Mo1,36.099998474121094,9.798694610595703
198,Zr1 Ti1 Ta1 Nb1,49.57500076293945,7.042868137359619
199,Zr1 Ti1 Ta1 Nb1 Al0.25,48.22941207885742,6.837418079376221
200,Zr1 Ti1 Ta0.5 Nb1 Mo0.5 Al0.5,41.588890075683594,7.830570220947266
201,Ti1 Mo1 Cr1 Al1,39.0,13.10680103302002
202,Zr0.5 Ti1 Ta0.5 Nb1 Mo0.5 Al1,40.92222213745117,7.870909214019775
203,Ti1 Nb1 Mo1 Al1,35.82500076293945,9.71737289428711
204,Zr0.5 Ti1 Ta0.5 Nb1 Al1,43.57500076293945,6.0532917976379395
205,Ti0.25 Ta1 Nb1 W1 Mo1,71.95294189453125,16.718591690063477
206,Ti0.5 Ta1 Nb1 W1 Mo1,70.06666564941406,16.04115104675293
207,Ti0.75 Ta1 Nb1 W1 Mo1,68.37894439697266,15.433161735534668
208,Cr1 Mn1 Fe1 Co1 Ni1 Al0.1,74.562744140625,11.847461700439453
209,Cr1 Fe1 Co1 Ni1 Al0.1,74.11463165283203,12.302569389343262
210,Fe1 Co1 Ni1 Al0.25,72.69999694824219,8.18835163116455
211,Ti0.8 Mn1 Fe1 Co1 Ni1 Al0.2,68.3479995727539,7.921191215515137
212,Cr1 Fe1 Ni2 Cu1 Al0.2,67.46923065185547,10.901165008544922
213,Cr1 Fe1 Co1 Ni1 Cu1 Al0.3,66.9264144897461,10.661937713623047
214,Mo0.1 Cr1 Fe1 Co1 Ni1 Al0.3,70.72272491455078,12.139087677001953
215,Ti0.1 Cr1 Fe1 Co1 Ni1 Al0.3,71.13863372802734,11.737374305725098
216,Cr1 Fe1 Co1 Ni1 Al0.44,70.4837875366211,11.659785270690918
217,Cr1 Fe1 Co1 Ni2 Cu0.5 Al0.5,68.48332977294922,10.488117218017578
218,Ti0.2 Cr1 Fe1 Co1 Ni1 Cu1 Al0.5,64.5,10.187508583068848
219,Ti0.8 Cr1 Fe1 Co1 Ni1 Cu1 Al0.5,61.97618865966797,10.143672943115234
220,Ti2 Cr1 Fe1 Co1 Ni1 Cu1 Al0.5,58.13999938964844,9.162153244018555
221,V0.6 Cr1 Fe1 Co1 Ni1 Cu1 Al0.5,64.33606719970703,10.902471542358398
222,Ti1 Cr1 Fe1 Co1 Ni1 Al0.5,64.0999984741211,10.810758590698242
223,Cr1 Mn1 Fe1.5 Ni0.5 Al0.5,71.0999984741211,12.56759262084961
224,Mn33 Fe36 Ni18 Al13,71.16300201416016,7.694423198699951
225,Ti6 Mn33 Fe36 Ni18 Al13,69.28585052490234,7.459774971008301
226,Zr2 Ti4 Nb3 V5 Cr2 Al4,45.70500183105469,7.984857082366943
227,Mo0.5 Cr1 Fe1 Co1.5 Ni1 Al1,62.525001525878906,12.00562858581543
228,Cr1 Fe1 Co1 Ni1 Cu0.25 Al1,64.62380981445312,11.142721176147461
229,Cr1 Fe1 Co1 Ni1 Cu0.5 Al1,63.754547119140625,10.880455017089844
230,Mo0.5 Cr1 Fe0.6 Co1 Ni1 Al1,59.85686111450195,12.255759239196777
231,Mo0.5 Cr1 Fe1 Co1 Ni1 Al1,61.40909194946289,12.361161231994629
232,Nb0.1 Cr1 Fe1 Co1 Ni1 Al1,65.44902038574219,11.386696815490723
233,Cr1 Fe1 Ni2 Cu1 Al1,62.03333282470703,10.506891250610352
234,Mo0.2 Cr1 Fe1 Ni1 Al1,61.20000076293945,12.68193244934082
235,Mo1 Cr1 Fe1 Ni1 Al1,54.560001373291016,14.083419799804688
236,Nb1 Mo1 Cr1 Al1,44.224998474121094,14.175350189208984
237,Hf1 Ti1 Nb1 Al1,38.5,5.006746768951416
238,Hf1 Ti1 Ta1 Al1,40.95000076293945,5.669485092163086
239,Ti1 Ta1 Nb1 W1 Ni1 Al1,69.1500015258789,10.83910083770752
240,Zr0.5 Ti1 Nb1 V1 Al1,43.099998474121094,6.2222490310668945
241,Cr0.25 Mn1 Fe1 Co0.25,77.68000030517578,9.894688606262207
242,Ti0.5 Mo0.1 Cr1 Fe1 Co1.5 Ni1.5,70.78035736083984,11.139737129211426
243,V1 W0.5 Cr0.5 Co2 Ni2,76.8499984741211,11.29081916809082
244,W0.5 Mo0.5 Cr1 Co2 Ni2,75.45833587646484,13.418517112731934
245,V1 W0.5 Mo0.5 Co2 Ni2,72.5250015258789,11.16207504272461
246,V1 W0.8 Mo0.8 Co2 Ni2,73.5999984741211,12.434551239013672
247,Zr1 Cr1 Fe1 Co1 Ni1 Cu1,63.233333587646484,10.344603538513184
248,Cr1 Mn1 Fe1 Co1 Ni1,75.5199966430664,11.330023765563965
249,V0.25 Cr1 Mn1 Fe1 Co1 Ni1,74.4952392578125,11.271611213684082
250,V0.5 Cr1 Mn1 Fe1 Co1 Ni1,73.56363677978516,11.216545104980469
251,Mo0.1 Cr1 Fe1 Co1 Ni1,73.94390106201172,12.738906860351562
252,Mo0.3 Cr1 Fe1 Co1 Ni1,71.42092895507812,13.159292221069336
253,Mo0.85 Cr1 Fe1 Co1 Ni1,65.55567169189453,14.746505737304688
254,Nb0.103 Cr1 Fe1 Co1 Ni1,74.88829803466797,12.435893058776855
255,Cr1 Fe1 Co1 Ni1,75.30000305175781,12.511516571044922
256,Ta0.1 Cr1 Fe1 Co1 Ni1,75.13902282714844,12.496835708618164
257,Ti1 Cr1 Fe1 Co1 Ni1,67.83999633789062,11.50704288482666
258,Ti0.3 Cr1 Fe1 Co1 Ni1,72.69767761230469,11.933176040649414
259,V1 Cr1 Fe1 Co1 Ni1,71.04000091552734,11.993053436279297
260,V0.25 Cr1 Fe1 Co1 Ni1,74.04705810546875,12.362366676330566
261,W1 Cr1 Fe1 Co1 Ni1,90.04000091552734,15.453319549560547
262,Y1 Cr1 Fe1 Co1 Ni1,65.4800033569336,11.12117862701416
263,Zr1 Cr1 Fe1 Co1 Ni1,66.77999877929688,11.353705406188965
264,Zr0.1 Cr1 Fe1 Co1 Ni1,74.26097869873047,12.292012214660645
265,Mn1 Fe1 Co1 Ni1 Cu1,70.30000305175781,7.2698750495910645
266,Mn1 Fe1 Co1 Ni1,76.5,7.898600101470947
267,Ti1 Mn1 Fe1 Co1 Ni1,68.80000305175781,7.007976055145264
268,Zr1 Ti0.5 V1 Mn1 Fe1 Co1,61.47272872924805,7.849088191986084
269,V1 Mo1 Fe1 Co1 Ni1,60.65999984741211,11.737110137939453
270,Nb0.75 V0.5 Fe1 Co1 Ni2,71.30952453613281,8.849124908447266
271,Ta1 Nb1 V1 W1 Mo1 Cr2,70.5,17.65088653564453
272,Cr1 Mn2 Fe1 Ni2 Cu1,71.18571472167969,9.83117961883545
273,Mo0.5 Cr1 Fe1 Ni2,68.85555267333984,13.654393196105957
274,V0.5 W1 Cr1 Fe1 Ni1,89.42222595214844,17.074140548706055
275,Ta1 Nb1 V1 Mo1 Cr1,54.58000183105469,14.86160659790039
276,Ti1 Ta1 Mo1 Cr1,49.5,15.05571174621582
277,Ti1 Ta1 Nb1 Cr1,59.29999923706055,11.965540885925293
278,Mo0.2 Fe1 Co1 Ni1 Cu1,66.43809509277344,8.408464431762695
279,Hf1 Zr1 Ti1.27 Ta0.18 Nb0.18,37.00495910644531,3.9363551139831543
280,Hf0.5 Zr1 Ti1 Nb1 Mo0.5,38.662498474121094,7.313079833984375
281,Ti1 Ta1 Nb1 V1 Mo1,47.86000061035156,11.31086540222168
282,Zr1 Ta1 V1 W1 Mo1,64.81999969482422,14.829155921936035
283,Ti1 Ta1 Nb1 W1 Ni1,77.63999938964844,12.27298355102539
284,Zr1 Ti1 Nb1 V1,45.900001525878906,6.5080389976501465
285,Ti1 Ta1 V1 Cr1,58.07500076293945,12.121076583862305
286,Ti1 Ta1 Nb1 W1,78.6500015258789,13.192479133605957
287,Hf24 Ti38 Nb23 V15,43.382999420166016,5.90070915222168
288,Hf24 Ti38 Nb23 V15,43.382999420166016,5.90070915222168
289,Hf1 Ti1 Nb1 V1,45.32500076293945,6.571041107177734
290,Hf0.5 Zr1 Ti1.5 Ta0.5 Nb0.5,42.17499923706055,5.231882095336914
291,Hf1 Zr1 Ti1 Nb1,40.0,4.855312824249268
292,Hf1 Zr1 Ti1 Ta1 Nb1,45.7400016784668,6.306204795837402
293,Hf1 Ti1 Nb1 V1,45.32500076293945,6.571041107177734
294,Zr3 Ti4 Nb3,42.68000030517578,5.233058929443359
295,Zr1 Ti4 Nb3 Cr2,50.459999084472656,9.369096755981445
296,Zr2 Ti8 Nb3 Cr4 Al3,45.630001068115234,8.582632064819336
297,Zr10 Ti32 Nb15 Cr20 Al23,44.72600173950195,8.536503791809082
298,Zr10 Ti27 Nb15 Cr20 Al28,44.1609992980957,8.505758285522461
299,Zr10 Ti22 Nb15 Cr20 Al33,43.59600067138672,8.473531723022461
300,Ti1 V1 Fe1 Co1 Ni1,64.31999969482422,8.748941421508789
301,Ti0.5 Cr1 Fe1 Co1 Ni1,71.15555572509766,12.311182975769043
302,Ti1 Fe1 Co1 Ni1 Cu1,62.619998931884766,7.663196086883545
303,Ti1 Cr1 Fe1 Co1 Ni1 Al0.5,64.0999984741211,10.810758590698242
304,Ti1 Cr1 Fe1 Co1 Ni1 Al1.5,58.346153259277344,9.729828834533691
305,Ti1 Cr1 Fe1 Co1 Ni1,67.83999633789062,11.50704288482666
306,Ti1 Cr1 Fe1 Co1 Ni1,67.83999633789062,11.50704288482666
307,Ti1 Cr1 Fe1 Co1 Ni1 Al2,56.08571243286133,9.3018798828125
308,Ti1 Cr1 Fe1 Co1 Ni1 Al1,60.983333587646484,10.226737976074219
309,Ti1.5 Cr1 Fe1 Co1 Ni1 Al1,59.21538543701172,9.756170272827148
310,Ti0.5 Cr1 Fe1 Co0.5 Ni1,70.69999694824219,12.838951110839844
311,Ti1 Fe1 Co1 Ni1 Al1,58.86000061035156,7.427849769592285
312,Ti0.8 Cr1 Fe1 Co1 Ni1 Cu1,65.01724243164062,10.692452430725098
313,Ti1 Cr1 Fe1 Co1 Ni1 Cu1,64.11666870117188,10.472419738769531
314,Ti0.5 Fe1 Co1 Ni1 Al0.5,65.48750305175781,8.370490074157715
315,Ti0.5 Cr1 Fe1 Co1 Ni1 Al0.5,66.70999908447266,11.470131874084473
316,Cr1 Fe1 Co1 Ni1 Cu0.3 Al0.3,70.18695831298828,11.48408031463623
317,Cr1 Fe1 Co1 Ni1 Cu0.3 Al0.3,70.18695831298828,11.48408031463623
318,Cr1 Fe1 Co1 Ni1 Cu0.3 Al0.3,70.18695831298828,11.48408031463623
319,Ti1 Ta1 Nb1,55.20000076293945,8.332114219665527
320,Zr1 Ta1 Nb1,53.43333435058594,8.025561332702637
321,W15 Fe14 Co7 Ni14,98.51599884033203,15.562439918518066
322,W35 Fe26 Co13 Ni26,102.12200164794922,16.39911651611328
323,W10 Fe6 Co3 Ni6,105.72799682617188,17.231277465820312
324,W45 Fe22 Co11 Ni22,109.33399963378906,18.059356689453125
325,W5 Fe2 Co1 Ni2,112.94000244140625,18.883697509765625
326,Cr1 Fe1 Co1 Ni1 Al0.2,72.9857177734375,12.10316276550293
